number,type,name,city
10,rue,AUBRY-LE-BOUCHER,Paris
17,rue,RÉBEVAL,Paris
6,rue,DURIS,Paris
17,rue,JUSSIEU,Paris
54,rue,JACOB,Paris
21,rue,QUATRE-SEPTEMBRE,Paris
41,rue,CHATEAU D'EAU,Paris
35,rue,CHEVERT,Paris
56,rue,VANEAU,Paris
27,rue,GROS,Paris
13,rue,VERSIGNY,Paris
93,rue,OUEST,Paris
1,rue,NÉVA,Paris
21,rue,CLÉMENT MAROT,Paris
8,rue,FONTARABIE,Paris
11,rue,TOULLIER,Paris
19,rue,JACQUIER,Paris
124,rue,MÉNILMONTANT,Paris
123,rue,VERCINGÉTORIX,Paris
5,rue,AMÉLIE,Paris
72,rue,CLÉRY,Paris
45,rue,VINEUSE,Paris
4,rue,CLER,Paris
146,rue,SAINT-DENIS,Paris
15,impasse,DÉFENSE,Paris
69,avenue,St-OUEN,Paris
2,rue,JULIETTE LAMBER,Paris
33,quai,JAVEL,Paris
15,rue,BELLECHASSE,Paris
12,boulevard,MONTPARNASSE,Paris
86,rue,AQUEDUC,Paris
1,rue,RONDEAUX,Paris
12,rue,COLISÉE,Paris
7,rue,MESSAGERIES,Paris
5,rue,WEBER,Paris
20,rue,SAINT-FIACRE,Paris
24,rue,DUFRÉNOY,Paris
39,rue,CONDORCET,Paris
66,rue,PONTHIEU,Paris
37,rue,DURANTIN,Paris
13,passage,NATIONAL,Paris
4,rue,GUSTAVE DORÉ,Paris
2,rue,CAUMARTIN,Paris
29,boulevard,COURCELLES,Paris
9,rue,HALLÉ,Paris
56,avenue,MAINE,Paris
22,rue,ROQUETTE,Paris
40,rue,BOURSAULT,Paris
45,rue,NANTES,Paris
6,rue,AMIRAL COURBET,Paris
6,rue,DARCET,Paris
7,rue,GRENELLE,Paris
10,rue,SUGER,Paris
23,rue,ALEMBERT,Paris
2,rue,SAINT-PÉTERSBOURG,Paris
44,rue,AVRON,Paris
9,cité,BEAUHARNAIS,Paris
41,rue,LA JONQUIÈRE,Paris
56,rue,GALANDE,Paris
21,rue,LA BOETIE,Paris
66,rue,MATHURINS,Paris
16,rue,CHAMPOLLION,Paris
26,rue,AMPÈRE,Paris
6,rue,ISLY,Paris
17,passage,INDUSTRIE,Paris
3,rue,PERRÉE,Paris
15,rue,PERDONNET,Paris
2,rue,LETELLIER,Paris
7,rue,NEUVE DES BOULETS,Paris
14,rue,LESDIGUIÈRES,Paris
14,rue,BRÉMONTIER,Paris
87,rue,MOZART,Paris
27,rue et place,SAINT-GEORGES,Paris
54,rue,FAUBOURG MONTMARTRE,Paris
14,rue,BUOT,Paris
30,rue,ARBALETE,Paris
36,rue,FEUTRIER,Paris
24,rue,CHINE,Paris
12,rue,FONTAINE-à-MULARD,Paris
12,rue,SAINT-VICTOR,Paris
57,rue,VIEILLE DU TEMPLE,Paris
14,rue,CLAUDE TILLIER,Paris
23,rue,MÉNILMONTANT,Paris
21,rue,RÉAUMUR,Paris
1,rue,FAIDHERBE,Paris
20,rue,GALILÉE,Paris
93,rue,POTEAU,Paris
9,rue,POMEREU,Paris
14,rue,MADAGASCAR,Paris
2,rue,LA MICHODIÈRE,Paris
23,boulevard,MALESHERBES,Paris
199,rue,BELLEVILLE,Paris
135,boulevard,MAGENTA,Paris
7,rue,COPENHAGUE,Paris
22,avenue,PHILIPPE-AUGUSTE,Paris
25,avenue,PHILIPPE-AUGUSTE,Paris
30,quai,CÉLESTINS,Paris
4,rue,BAUCHES,Paris
31,rue,ENGHIEN,Paris
35,rue,CROULEBARBE,Paris
202,rue,SAINT-CHARLES,Paris
1,rue,TANGER,Paris
160,rue,GRENELLE,Paris
9,rue,LISBONNE,Paris
51,rue,MARAICHERS,Paris
4,passage,MARCHÉ-ST-MARTIN,Paris
70,rue,BONAPARTE,Paris
142,avenue,VERSAILLES,Paris
111,avenue,LA BOURDONNAIS,Paris
6,rue,MORAND,Paris
3,rue,PAPILLON,Paris
5,rue,SAINTE-EUGÉNIE,Paris
11,rue,THIBAUD,Paris
7,rue,TANDOU,Paris
4,rue,MEYNADIER,Paris
54,rue,MOURAUD,Paris
11,rue,DU SOMMERARD,Paris
57,rue,MOULIN DE LA POINTE,Paris
182,rue,TOLBIAC,Paris
91,rue,CLÉRY,Paris
18,avenue,GOURGAUD,Paris
10,rue,PETITS-CARREAUX,Paris
2,rue,GUSTAVE FLAUBERT,Paris
2,rue,MAISON-BLANCHE,Paris
18,boulevard,COURCELLES,Paris
7,rue,SAINT-BENOIT,Paris
17,rue,SAINT-PAUL,Paris
25,rue,TERRASSE,Paris
57,avenue,CHOISY,Paris
38,avenue,PARMENTIER,Paris
1,rue,BIENFAISANCE,Paris
17,rue,ASTORG,Paris
17,rue,CRIMÉE,Paris
1,rue,RASSELINS,Paris
46,rue,MOZART,Paris
1,rue,ROBERT ESTIENNE,Paris
20,rue,ORDENER,Paris
42,rue,ROCHER,Paris
3,passage,RAGUINOT,Paris
66,rue,GRENELLE,Paris
42,rue,GODEFROY-CAVAIGNAC,Paris
53,rue,RÉAUMUR,Paris
13,rue,SAINT-MÉDARD,Paris
52,passage,CHOISEUL,Paris
119,rue,OUEST,Paris
38,rue,SIBUET,Paris
171,rue,CROIX-NIVERT,Paris
8,rue,LE MAROIS,Paris
165,rue,BELLEVILLE,Paris
6,rue,PHILIBERT DELORME,Paris
5,rue,BERRYER,Paris
53,rue,AMPÈRE,Paris
6,rue,POPINCOURT,Paris
9,rue,POISSY,Paris
22,passage,CAIRE,Paris
16,rue,MOUZAIA,Paris
27,rue,BONAPARTE,Paris
116,rue,TEMPLE,Paris
14,rue,WATTIGNIES,Paris
76,rue,PRONY,Paris
24,rue,EURE,Paris
15,rue,VANDAL,Paris
15,rue,GEOFFROY-MARIE,Paris
71,rue,VOLGA,Paris
88,rue,ABOUKIR,Paris
38,rue,CROIX-NIVERT,Paris
9,boulevard,DELESSERT,Paris
27,rue,VICTOR MASSÉ,Paris
16,avenue,GOBELINS,Paris
42,rue,JACOB,Paris
80,boulevard,MALESHERBES,Paris
12,rue,GABRIELLE,Paris
21,boulevard,NEY,Paris
17,quai,GIRONDE,Paris
40,rue,MONTMORENCY,Paris
49,rue,SURMELIN,Paris
2,rue,POMARD,Paris
27,rue,RÉAUMUR,Paris
38,avenue,DAUMESNIL,Paris
64,rue,MOUFFETARD,Paris
43,rue,BASFROI,Paris
7,rue,BLAISE,Paris
12,impasse,GROSSE-BOUTEILLE,Paris
9,rue,TOMBE-ISSOIRE,Paris
30,rue,FONTAINE-AU-ROI,Paris
31,rue,BEAUNE,Paris
2,avenue,MONTESPAN,Paris
85,rue,ROUSSIN,Paris
25,rue,NIGER,Paris
94,rue,BOILEAU,Paris
72,rue,CARDINAL-LEMOINE,Paris
153,rue,BELLEVILLE,Paris
11,rue,MONT-THABOR,Paris
15,rue,ÉCOLE POLYTECHNIQUE,Paris
32,boulevard,SAINT-MARCEL,Paris
57,rue,TRUFFAUT,Paris
2,impasse,SAINT-SAUVEUR,Paris
66,rue,LONGCHAMP,Paris
7,boulevard,DAVOUT,Paris
59,rue,BRETAGNE,Paris
34,rue,SAINT-MAUR,Paris
5,passage,SAINTE-AVOIE,Paris
73,avenue,GOBELINS,Paris
30,rue,DUVIVIER,Paris
161,rue,FAUBOURG SAINT-ANTOINE,Paris
43,rue,FAIDHERBE,Paris
1,rue,ERNEST RENAN,Paris
95,rue,CLIGNANCOURT,Paris
5,rue,GEOFFROY-ST-HILAIRE,Paris
2,rue,VAUVILLIERS,Paris
131,rue,BOLIVAR,Paris
88,rue,SAINT-DENIS,Paris
43,rue,LONGCHAMP,Paris
91,rue,RIVOLI,Paris
72,rue,TOURNELLES,Paris
164,rue,COURCELLES,Paris
33,rue,FAUBOURG ST-HONORÉ,Paris
4,rue,CROZATIER,Paris
10,rue,THÉRÈSE,Paris
15,rue,FONDARY,Paris
48,rue,DESCARTES,Paris
64,rue,ENTREPRENEURS,Paris
29,rue,DUMÉRIL,Paris
6,rue,COTTE,Paris
31,rue,RETRAIT,Paris
15,passage,INDUSTRIE,Paris
5,rue,PERDONNET,Paris
152,rue,MÉNILMONTANT,Paris
2,rue,ÉCHELLE,Paris
5,rue,CLAIRAUT,Paris
13,rue,TEXEL,Paris
114,rue,MEAUX,Paris
229,boulevard,RASPAIL,Paris
3,rue,BAULANT,Paris
5,rue,GUYOT,Paris
23,rue,FAUBOURG SAINT-ANTOINE,Paris
112,rue,BLOMET,Paris
77,rue,MOULIN DES PRÉS,Paris
40,rue,BAYEN,Paris
326,rue,SAINT-HONORÉ,Paris
20,rue,SAINT-LAMBERT,Paris
16,rue,STEINKERQUE,Paris
10,passage,RIVIÈRE,Paris
1,quai,MONTEBELLO,Paris
26,rue,BOURG-TIBOURG,Paris
52,rue,LISBONNE,Paris
7,rue,CURE,Paris
16,boulevard,REUILLY,Paris
19,rue,EDIMBOURG,Paris
6,rue,CHARLET,Paris
66,quai,ORFÈVRES,Paris
4,avenue,JULES JANIN,Paris
7,rue et place,PETITS-PÈRES,Paris
80,rue,FAUBOURG DU TEMPLE,Paris
1,rue,LALLIER,Paris
33,rue,COQUILLIÈRE,Paris
24,rue,ALIGRE,Paris
111,rue,PYRÉNÉES,Paris
3,rue,HARMONIE,Paris
19,rue,GÉRANDO,Paris
11,rue,MARC SÉGUIN,Paris
69,rue,MIROMESNIL,Paris
34,rue,ÉGLISE,Paris
20,passage,EPARGNE,Paris
6,rue,PROCESSION,Paris
73,rue,CLISSON,Paris
20,rue,SORBONNE,Paris
19,rue,BISSON,Paris
34,rue,CHAPTAL,Paris
15,passage,DUHESME,Paris
41,rue,RASSELINS,Paris
143,avenue,VILLIERS,Paris
44,rue,POITOU,Paris
1,rue,VINCENT,Paris
186,avenue,MAINE,Paris
118,rue,AUBERVILLIERS,Paris
81,boulevard,PICPUS,Paris
17,rue,TROIS FRÈRES,Paris
17,rue,ROCHER,Paris
8,rue,PICPUS,Paris
2,rue,BRUNEL,Paris
28,rue,FRANÇOIS MIRON,Paris
11,rue,BAGNOLET,Paris
6,rue,"F,  FOUR",Paris
111,rue,LONGCHAMP,Paris
68,avenue,IVRY,Paris
14,rue,DOMRÉMY,Paris
13,rue,ÉCLUSES-ST-MARTIN,Paris
73,rue,CHEVALERET,Paris
2,passage,CORBEAU,Paris
51,rue,FOLIE-REGNAULT,Paris
75,rue,ROQUETTE,Paris
56,rue,CHATEAU D'EAU,Paris
39,passage,POISSONNIERS,Paris
78,rue,GRENELLE,Paris
11,rue,DAVAL,Paris
4,place,ÉCOLE,Paris
45,rue,ALEXANDRE DUMAS,Paris
66,rue,SEDAINE,Paris
133,boulevard,MALESHERBES,Paris
10,chaussée,MUETTE,Paris
57,rue,BOURGOGNE,Paris
38,rue,MOULINET,Paris
3,avenue,OBSERVATOIRE,Paris
10,rue,ÉLYSEE,Paris
4,rue,CURIAL,Paris
14,rue,MOSCOU,Paris
37,rue,OBERKAMPF,Paris
3,rue,LA TOUR D'AUVERGNE,Paris
12,rue,LAGHOUAT,Paris
65,rue,SAUSSURE,Paris
84,boulevard,VILLETTE,Paris
167,rue,CHATEAU,Paris
1,rue,MONCEY,Paris
55,rue,DAMES,Paris
71,rue,AVRON,Paris
45,rue,PATAY,Paris
38,rue,COLISÉE,Paris
6,rue,BELLART,Paris
31,rue,MOULIN DE LA POINTE,Paris
55,rue,VILLETTE,Paris
25,rue,CAMBRONNE,Paris
2,rue,MAISTRE,Paris
12,rue,DOMRÉMY,Paris
48,rue,FAUBOURG SAINT-MARTIN,Paris
44,rue,LAMARTINE,Paris
27,rue,GABRIELLE,Paris
3,place,SAINT-ANDRÉ-DES-ARTS,Paris
4,rue,VILLEDO,Paris
104,rue,LAGNY,Paris
14,rue,GAITÉ,Paris
250,rue,LECOURBE,Paris
11,rue,VIGNON,Paris
74,rue,LABAT,Paris
7,rue,SAINT-BLAISE,Paris
88,rue,LA CONDAMINE,Paris
58,boulevard,ORNANO,Paris
20,rue,LAPPE,Paris
47,rue,ARBRE-SEC,Paris
16,place,MADELEINE,Paris
12,rue,COMMANDEUR,Paris
18,rue,PONT-LOUIS-PHILIPPE,Paris
18,rue,TOURTILLE,Paris
8,rue,BÉRANGER,Paris
386,rue,SAINT-HONORÉ,Paris
37,rue,FAIDHERBE,Paris
122,rue,OUEST,Paris
1,impasse,CHINE,Paris
185,rue,TEMPLE,Paris
260,rue,CHARENTON,Paris
75,rue,MOUFFETARD,Paris
57,rue,FAUBOURG SAINT-ANTOINE,Paris
10,rue,JOQUELET,Paris
38,rue,ENTREPRENEURS,Paris
17,rue,SAINT-QUENTIN,Paris
8,rue,SERVANDONI,Paris
135,boulevard,MURAT,Paris
45,rue,SAINTE-CROIX de LA BRETONNERIE,Paris
58,rue,SEDAINE,Paris
10,rue,GÉNÉRAL APPERT,Paris
75,avenue,KLÉBER,Paris
4,rue,GRAMMONT,Paris
10,rue,CHER,Paris
14,cité,JOLY,Paris
121,boulevard,SAINT-GERMAIN,Paris
49,rue,VOUILLÉ,Paris
84,rue,MYRHA,Paris
11,rue,CHAPON,Paris
18,rue,ROYALE,Paris
14,rue,MONTAGNE-Ste-GENEVIÈVE,Paris
36,rue,HENRI CHEVREAU,Paris
40,rue,WATTIGNIES,Paris
41,rue,ORTEAUX,Paris
19,rue,DRAGON,Paris
60,rue,GERGOVIE,Paris
3,rue,OBERKAMPF,Paris
12,rue,NICOLE,Paris
9,rue,OURS,Paris
269,rue,CHARENTON,Paris
18,rue,ROTTEMBOURG,Paris
3,impasse,CANART,Paris
31,rue,BUCI,Paris
10,rue,ÉPERON,Paris
6,rue,RASSELINS,Paris
24,rue,CIVRY,Paris
141,avenue,CHOISY,Paris
11,rue,OUDINOT,Paris
50,passage,BUREAU,Paris
12,rue,LAMANDÉ,Paris
1,rue,CLOVIS,Paris
92,rue,PRONY,Paris
63,rue,BOISSIÈRE,Paris
25,rue,PÉCLET,Paris
10,passage,VANVES,Paris
17,rue,HAUTEVILLE,Paris
68,rue,CLAUDE BERNARD,Paris
125,rue,HAXO,Paris
12,rue,SIBUET,Paris
6,rue,LAGHOUAT,Paris
1,rue,BEETHOVEN,Paris
47,quai,GRANDS-AUGUSTINS,Paris
97,rue,CHATEAU,Paris
24,rue,MOZART,Paris
50,rue,RAMUS,Paris
77,boulevard,VILLETTE,Paris
13,cité,LEMIÈRE,Paris
9,rue,DEUX-PONTS,Paris
33,quai,ORSAY,Paris
63,rue,MAUBEUGE,Paris
3,rue,JEAN BEAUSSIRE,Paris
13,cité,BEAUHARNAIS,Paris
148,rue,FLANDRE,Paris
10,rue,BELLECHASSE,Paris
7,rue,TOUR,Paris
11,ruelle,BIDAULT,Paris
99,rue et place,REUNION,Paris
13,rue,CONDORCET,Paris
61,rue,PRAIRIES,Paris
18,rue,CLOCHE-PERCE,Paris
12,rue,URSINS,Paris
23,rue,DÉPART,Paris
16,rue,FONTAINE-à-MULARD,Paris
5,rue,VAUCANSON,Paris
5,rue,LEUCK-MATHIEU,Paris
24,rue,ECURIES D'ARTOIS,Paris
24,rue,LILAS,Paris
15,rue,CHARONNE,Paris
10,avenue,PERCIER,Paris
7,passage,SAINT-ANGE,Paris
14,rue,CASTELLANE,Paris
9,rue,BLEUE,Paris
7,passage,SOUPIRS,Paris
7,passage,SAINT-BERNARD,Paris
134,rue,SAINT-MARTIN,Paris
23,boulevard,MAGENTA,Paris
31,rue,MAIL,Paris
1,passage,LEGENDRE,Paris
59,rue,SAINT-MARTIN,Paris
123,rue,OUEST,Paris
20,rue,MONT-THABOR,Paris
19,rue,STENDHAL,Paris
81,rue,MADAME,Paris
10,rue,SÉVIGNÉ,Paris
30,rue,MESLAY,Paris
165,rue,CRIMÉE,Paris
27,rue,POISSONNIÈRE,Paris
34,rue,PONCELET,Paris
20,rue,CLAIRAUT,Paris
6,rue,CORDERIE,Paris
1,rue,SOURCE,Paris
2,rue,JEANNE D'ARC,Paris
6,passage,HAUTES-FORMES,Paris
76,rue,UNIVERSITÉ,Paris
28,rue,LAMARCK,Paris
41,rue,TURBIGO,Paris
19,rue,BRÉA,Paris
1,rue,LITTRÉ,Paris
6,passage,SAINT-HIPPOLYTE,Paris
11,rue,LILAS,Paris
177,rue,VAUGIRARD,Paris
54,rue,ROCHECHOUART,Paris
34,rue,CLÉRY,Paris
20,rue,GRENIER-ST-LAZARE,Paris
84,rue,OBERKAMPF,Paris
2,rue,ACACIAS,Paris
1,rue,PASQUIER,Paris
13,rue,MARBEUF,Paris
121,boulevard,PORT-ROYAL,Paris
34,rue,ROMAINVILLE,Paris
19,quai,SAINT-MICHEL,Paris
9,rue,PAJOL,Paris
7,rue,CONSTANCE,Paris
11,rue,ORMEAUX,Paris
4,avenue,FRIEDLAND,Paris
12,rue,OUDINOT,Paris
45,rue,LABROUSTE,Paris
2,rue,LACHARRIÈRE,Paris
5,impasse,MAINE,Paris
15,rue,CHARENTON,Paris
5,place,BASTILLE,Paris
124,rue,THÉATRE,Paris
15,passage,NATIONAL,Paris
11,impasse,BERTHAUD,Paris
2,rue,TROIS BORNES,Paris
360,rue,SAINT-HONORÉ,Paris
24,rue,TIQUETONNE,Paris
16,rue,DUMONT D'URVILLE,Paris
36,rue,HAUTEVILLE,Paris
21,rue,SAINT-ROCH,Paris
14,rue,GUSTAVE DORÉ,Paris
16,cité,BERGÈRE,Paris
57,rue,AMPÈRE,Paris
8,rue,DANCOURT,Paris
45,rue,SAINT-LAZARE,Paris
44,rue,CHALIGNY,Paris
102,rue,TEMPLE,Paris
172,rue,CRIMÉE,Paris
308,rue,SAINT-MARTIN,Paris
1,rue,RÉCOLETS,Paris
28,rue,ÉRARD,Paris
1,rue,CASIMIR PÉRIER,Paris
104,rue,ORFILA,Paris
76,rue,OLIVIER DE SERRES,Paris
12,avenue,TOURVILLE,Paris
1,avenue,St-PHILIBERT,Paris
33,rue,SAULES,Paris
31,rue,DOMBASLE,Paris
29,rue,ESPÉRANCE,Paris
56,rue,TURBIGO,Paris
19,rue,BOULOI,Paris
6,rue,VINTIMILLE,Paris
59,rue,ROQUETTE,Paris
220,boulevard,SAINT-GERMAIN,Paris
12,rue,MONCEAU,Paris
374,rue,SAINT-HONORÉ,Paris
30,rue,MATHURINS,Paris
7,rue,ABBÉ GROULT,Paris
43,rue,LINOIS,Paris
5,avenue,HOCHE,Paris
17,rue,PLATRE,Paris
1,rue,TERNES,Paris
56,rue,VERRERIE,Paris
2,rue,FRANQUET,Paris
32,rue,MONCEAU,Paris
57,rue,PATAY,Paris
14,rue,ARDENNES,Paris
132,rue,DAMRÉMONT,Paris
231,rue,SAINT-DENIS,Paris
12,rue,FRANÇOIS MIRON,Paris
2,passage,PROCESSION,Paris
19,rue,PENTHIEVRE,Paris
4,rue,ARRIVÉE,Paris
7,rue,PALESTRO,Paris
9,place,NATION,Paris
17,rue,PALI-KAO,Paris
6,rue,DUPUYTREN,Paris
37,rue,HAUTS-MONTIBŒUFS,Paris
1,rue,FOURCROY,Paris
26,rue,ARBRE-SEC,Paris
11,cité,ENVIERGES,Paris
24,rue,ÉMILE LEPEU,Paris
58,rue,BELLEVILLE,Paris
38,rue,SAINT-JACQUES,Paris
14,rue,JACOB,Paris
104,rue,FAUBOURG POISSONNIÈRE,Paris
45,boulevard,VAUGIRARD,Paris
9,rue,JACQUES CŒUR,Paris
133,rue,FAUBOURG DU TEMPLE,Paris
5,rue,PARTANTS,Paris
29,rue,DAGUERRE,Paris
37,rue,MOSCOU,Paris
198,rue,FAUBOURG SAINT-ANTOINE,Paris
28,boulevard,SÉBASTOPOL,Paris
16,rue et place,REUNION,Paris
21,passage,DUHESME,Paris
44,rue,VERNEUIL,Paris
18,rue,EDOUARD ROBERT,Paris
35,boulevard,BESSIÈRES,Paris
22,rue,BELLEFOND,Paris
52,rue,BATIGNOLLES,Paris
27,rue,BICHAT,Paris
54,rue,JUSTICE,Paris
19,avenue,BUGEAUD,Paris
12,impasse,CŒUR DE VEY,Paris
3,rue,ROBINEAU,Paris
39,boulevard,BARBÈS,Paris
8,passage,DULAC,Paris
8,rue,TERNES,Paris
3,rue,PANORAMAS,Paris
18,rue,PÉTRAROUE,Paris
11,rue,ANNELETS,Paris
6,rue,BARRAULT,Paris
53,rue,CHATEAU D'EAU,Paris
8,rue,DELAMBRE,Paris
7,rue,BEZOUT,Paris
6,rue,ROI-DORÉ,Paris
4,rue,ROY,Paris
168,boulevard,CHARONNE,Paris
22,rue,MADEMOISELLE,Paris
8,rue,HÉGÉSIPPE MOREAU,Paris
2,rue,ORTEAUX,Paris
12,rue,AUBERVILLIERS,Paris
323,rue,CHARENTON,Paris
47,rue,DAREAU,Paris
8,rue,ROME,Paris
11,rue,CONSTANTINOPLE,Paris
48,rue,FLANDRE,Paris
10,rue,PROUVAIRES,Paris
96,rue,SAINT-MAUR,Paris
30,rue,PARTANTS,Paris
12,rue,ASTORG,Paris
29,rue,HIRONDELLE,Paris
14,rue,CRIMÉE,Paris
6,rue,GRANGE-BATELIÈRE,Paris
95,boulevard,MALESHERBES,Paris
40,rue,CHANZY,Paris
1,rue,PAPIN,Paris
2,rue,COMMINES,Paris
100,rue,MICHEL BIZOT,Paris
28,rue,CROIX-St-SIMON,Paris
14,rue,SAINT-PÉTERSBOURG,Paris
64,rue,BERGERS,Paris
48,passage,POISSONNIERS,Paris
46,rue,CASCADES,Paris
9,rue,BANQUIER,Paris
300,rue,BELLEVILLE,Paris
16,rue,FAUVET,Paris
6,cité,AVENIR,Paris
14,rue,CAMULOGÈNE,Paris
32,rue,PIXÉRÉCOURT,Paris
217,rue,ALÉSIA,Paris
85,avenue,HENRI MARTIN,Paris
10,rue,SURÊNE,Paris
26,rue,VICTOIRE,Paris
14,rue,TURIN,Paris
38,rue,TOUL,Paris
4,rue,JUSTICE,Paris
16,impasse,SOUHAITS,Paris
334,rue,SAINT-JACQUES,Paris
54,rue,CHATEAU DES RENTIERS,Paris
86,avenue,KLÉBER,Paris
72,rue,SAINT-CHARLES,Paris
265,avenue,DAUMESNIL,Paris
27,rue,MONTGALLET,Paris
33,rue,MAZARINE,Paris
1,rue,SABOT,Paris
9,rue,PELOUZE,Paris
7,cour,PETITES ÉCURIES,Paris
1,avenue,PARMENTIER,Paris
66,rue,FRANÇOIS Ier,Paris
194,rue,RIVOLI,Paris
1,rue,POISSONNIERS,Paris
4,rue,CLOS,Paris
8,rue,GANNERON,Paris
86,rue,FOLIE-MÉRICOURT,Paris
7,rue,PIERRE SARRAZIN,Paris
19,rue,COMMINES,Paris
24,villa,BELLEVUE,Paris
15,rue,POUSSIN,Paris
14,rue,FLATTERS,Paris
100,boulevard,MAGENTA,Paris
44,rue,COLONIE,Paris
54,rue,VIGNOLES,Paris
43,rue,BOURDONNAIS,Paris
114,boulevard,BELLEVILLE,Paris
56,rue,MAUBEUGE,Paris
37,boulevard,VOLTAIRE,Paris
37,rue,VICTOIRE,Paris
27,rue,STENDHAL,Paris
11,rue,PONT-AUX-CHOUX,Paris
1,passage,NATIONAL,Paris
51,rue,TOURTILLE,Paris
74,rue,PRAIRIES,Paris
23,rue,LA BOETIE,Paris
106,rue,SAINT-DOMINIQUE,Paris
8,rue,RACINE,Paris
12,rue,MOGADOR,Paris
51,rue,BOULARD,Paris
14,passage,ST-PIERRE AMELOT,Paris
52,passage,CAIRE,Paris
11,boulevard,SOULT,Paris
15,impasse,TALUS,Paris
11,rue,MIRBEL,Paris
4,villa,REDAN,Paris
3,rue,COLONNES,Paris
8,avenue,ALMA,Paris
23,rue,POUCHET,Paris
19,rue,FEUILLANTINES,Paris
4,rue,VALOIS,Paris
110,rue,ROQUETTE,Paris
65,rue,ASSOMPTION,Paris
1,rue,AMBROISE PARÉ,Paris
8,rue,BALKANS,Paris
24,rue,GRENÉTA,Paris
5,rue,SAINT-JEAN,Paris
38,boulevard,ROCHECHOUART,Paris
11,rue,RETRAIT,Paris
21,passage,RAGUINOT,Paris
35,rue,COQUILLIÈRE,Paris
33,rue,DOMBASLE,Paris
39,rue,NAVIER,Paris
2,rue,POPINCOURT,Paris
6,rue,LA MICHODIÈRE,Paris
75,rue,DENFERT-ROCHEREAU,Paris
13,rue,PIERRE LEROUX,Paris
69,boulevard,ORNANO,Paris
10,rue,SENTIER,Paris
2,rue,JEAN BEAUSSIRE,Paris
2,boulevard,KELLERMANN,Paris
166,rue,FAUBOURG SAINT-MARTIN,Paris
28,rue,BERNARDINS,Paris
57,rue,SAUFFROY,Paris
4,rue,MADAME,Paris
124,avenue,PHILIPPE-AUGUSTE,Paris
3,passage,SAINTE-AVOIE,Paris
225,rue,FAUBOURG SAINT-MARTIN,Paris
8,boulevard,MASSÉNA,Paris
7,rue,N.-D. DE NAZARETH,Paris
132,rue,SAINT-MARTIN,Paris
2,rue,HARLAY,Paris
33,rue,THOLOZÉ,Paris
100,rue,VARENNE,Paris
64,rue,STENDHAL,Paris
42,rue,DAGUERRE,Paris
18,rue,BARRES,Paris
73,rue,ASSOMPTION,Paris
32,rue,LACROIX,Paris
37,rue,RAMUS,Paris
26,rue,VANDREZANNE,Paris
4,rue,VENTADOUR,Paris
18,rue,MOSCOU,Paris
54,rue,ORDENER,Paris
10,passage,TLEMCEN,Paris
4,rue,ÉRARD,Paris
65,rue,FAUBOURG POISSONNIÈRE,Paris
89,rue,LA CONDAMINE,Paris
38,avenue,RAPHAEL,Paris
12,rue,BOCCADOR,Paris
4,rue,VALETTE,Paris
4,rue,CHALON,Paris
1,rue,GRAVILLIERS,Paris
76,rue,DUHESME,Paris
11,avenue,TAILLEBOURG,Paris
82,rue,LA JONQUIÈRE,Paris
134,rue,ABOUKIR,Paris
25,rue,LOUVRE,Paris
114,avenue,PARMENTIER,Paris
92,rue,CHATEAU,Paris
9,rue,DUBAN,Paris
115,rue,LONGCHAMP,Paris
63,rue,SAINTONGE,Paris
60,rue,MATHURINS,Paris
15,rue,FRIANT,Paris
33,rue,LORRAINE,Paris
5,rue,QUINAULT,Paris
61,rue,FAUBOURG SAINT-ANTOINE,Paris
31,boulevard,GRENELLE,Paris
128,rue,OUEST,Paris
31,rue,PETITES-ÉCURIES,Paris
62,rue,ÉCOLES,Paris
30,rue,BOULANGERS,Paris
173,rue,BLOMET,Paris
178,rue,VAUGIRARD,Paris
39,rue,BUTTE-AUX-CAILLES,Paris
2,rue,BEAUREGARD,Paris
25,rue,ORSEL,Paris
39,rue,CROIX DES PETITS-CHAMPS,Paris
19,rue,CONDORCET,Paris
7,rue,BROCA,Paris
31,rue,HUCHETTE,Paris
16,rue,CHERCHE-MIDI,Paris
9,place,SAINT-ANDRÉ-DES-ARTS,Paris
115,boulevard,BESSIÈRES,Paris
17,rue,WEBER,Paris
5,rue,NESLES,Paris
47,rue,AUMAIRE,Paris
80,rue,ROUSSIN,Paris
1,rue,LE REGRATTIER,Paris
2,rue,HONORÉ CHEVALIER,Paris
24,rue,REMPARTS,Paris
46,rue,AMELOT,Paris
36,rue,ROUSSIN,Paris
3,rue,BELLOT,Paris
8,rue,DUPETIT-THOUARS,Paris
4,rue,GUADELOUPE,Paris
1,ruelle,PELÉE,Paris
3,rue,ÉCOUFFES,Paris
15,rue,PAIX,Paris
47,rue,BARRAULT,Paris
77,boulevard,MAGENTA,Paris
17,boulevard,GOUVION-ST-CYR,Paris
57,rue,ERMITAGE,Paris
110,rue,CHAMPIONNET,Paris
69,rue,BLOMET,Paris
101,rue,TOMBE-ISSOIRE,Paris
34,rue,PARTANTS,Paris
2,rue,GAITÉ,Paris
12,rue,ODESSA,Paris
39,rue,GERGOVIE,Paris
15,rue,ROGER,Paris
228,rue,FAUBOURG SAINT-DENIS,Paris
10,rue,STOCKHOLM,Paris
5,rue,GRACIEUSE,Paris
33,rue,DUNOIS,Paris
33,rue,MONTGALLET,Paris
